Customer Id,Sales per customer,Order Profit Per Order,Sales Segment,Profit Segment
3037,2332.84004226,144.55999393300002,High,Medium
3038,5354.04005421,1529.150001089,High,High
3039,2467.27001189,-535.439997678,High,Low
3040,2735.56003184,280.280014452,High,High
3041,1215.36999901,-434.120020473,Medium,Low
3042,3986.61006169,758.639996623,High,High
3043,1748.55002975,290.91001223,Medium,High
3044,2916.00002674,400.83000589,High,High
3045,1738.5799904599999,234.829988982,Medium,Medium
3046,3846.62002944,44.600008524999986,High,Medium
3047,1824.4200019,-359.430006492,Medium,Low
3048,1686.24002454,416.74000832,Medium,High
3049,200.95000462000002,64.15999984999999,Low,Medium
3050,1996.59999455,258.410003169,Medium,Medium
3051,5250.58004381,403.639994096,High,High
3052,2485.01003446,402.6699925,High,High
3053,992.58000945,-342.439967628,Medium,Low
3054,1198.2000046,-192.43999865,Medium,Low
3055,1531.2200242,324.93999866,Medium,High
3056,3520.66999819,-256.69999665999995,High,Low
3057,1469.85002139,492.5499907,Medium,High
3058,2385.9800033,-228.259989772,High,Low
3059,975.45999917,49.97001074000001,Medium,Medium
3060,880.45001603,79.1900027,Medium,Medium
3061,1914.14001454,495.469998775,Medium,High
3062,542.9199980999999,59.739997384000006,Medium,Medium
3063,2508.95005042,-128.24996563,High,Low
3064,2024.46000678,665.7800016599999,Medium,High
3065,1640.920044,-9.289997632999988,Medium,Low
3066,4270.26007081,756.01000761,High,High
3067,2473.30003357,-694.5599887870001,High,Low
3068,2376.12003333,-49.210015285999994,High,Low
3069,1859.04001613,473.460007713,Medium,High
3070,2929.54004669,-22.130016320000067,High,Low
3071,4357.33003996,937.1799979120001,High,High
3072,1690.99003595,398.25000239,Medium,High
3073,2134.67004016,430.15000724000004,High,High
3074,4539.76997362,685.090011003,High,High
3075,1085.06003194,442.24999234999996,Medium,High
3076,983.64002233,-236.15999881,Medium,Low
3077,1994.6100350299998,-496.31997709599995,Medium,Low
3078,1836.72002415,438.60000611,Medium,High
3079,3119.85003664,907.069994614,High,High
3080,1529.44000242,309.639994651,Medium,High
3081,3368.91007618,837.110003451,High,High
3082,3022.80003363,826.98998837,High,High
3083,3731.56002052,612.350007957,High,High
3084,861.75002292,303.91000178,Medium,High
3085,3253.34001547,902.810003745,High,High
3086,2441.30004112,553.35000325,High,High
3087,421.64000703,150.63000202199999,Medium,Medium
3088,2411.6800194400003,274.55000022,High,High
3089,1589.4700163999998,490.369993067,Medium,High
3090,2627.8800507,262.660009155,High,Medium
3091,2289.84000772,-160.929989185,High,Low
3092,1812.4700126,403.10999582,Medium,High
3093,359.89000324,104.40000153,Low,Medium
3094,1388.4300156,280.14999580200003,Medium,High
3095,2395.86002354,649.580011349,High,High
3096,2857.42004398,436.150002896,High,High
3097,1899.09001166,368.58000375,Medium,High
3098,3676.96004872,576.769987082,High,High
3099,5276.97003368,846.650005159,High,High
3100,1894.78003304,413.890005842,Medium,High
3101,923.9400177,205.05000302000002,Medium,Medium
3102,2122.37003701,723.07999804,High,High
3103,1966.64001083,-143.08999016500005,Medium,Low
3104,1937.91001131,81.24999245,Medium,Medium
3105,3414.67998509,476.87000351899997,High,High
3106,1979.87003327,-104.449994877,Medium,Low
3107,1393.87001808,351.449995792,Medium,High
3108,983.940033,26.19000244,Medium,Medium
3109,1194.31000898,373.11999889000003,Medium,High
3110,3041.0700225,-240.97998624400003,High,Low
3111,1250.73000716,271.06999303,Medium,High
3112,2275.44002719,-443.21000674,High,Low
3113,1451.23002624,35.78000162800001,Medium,Medium
3114,2994.57004539,1054.390003582,High,High
3115,3430.05003734,484.680003401,High,High
3116,920.57000737,345.7400046,Medium,High
3117,3163.48002638,342.41001900000003,High,High
3118,2807.24003596,108.069994891,High,Medium
3119,3790.5600605,1120.090000283,High,High
3120,2268.28001791,587.020003818,High,High
3121,2941.72004324,-367.76000976,High,Low
3122,2992.62004842,-354.68001613599995,High,Low
3123,2517.18001184,-409.84998917300004,High,Low
3124,851.1000061,178.770005232,Medium,Medium
3125,2226.23003198,610.5500038069999,High,High
3126,1451.11002343,458.52999657099997,Medium,High
3127,4307.4500466,691.4099969700001,High,High
3128,4485.2800139,645.670001539,High,High
3129,2822.31000515,516.789995275,High,High
3130,1023.88999946,-646.35997919,Medium,Low
3131,1338.49001318,101.419996736,Medium,Medium
3132,2765.11005031,532.739995972,High,High
3133,4456.73007601,875.700002939,High,High
3134,1336.4900207,236.940009095,Medium,Medium
3135,1060.50002288,-202.90998630399997,Medium,Low
3136,5102.75002306,-302.82998701500003,High,Low
3137,3383.67001714,588.44000146,High,High
3138,4556.04003924,1061.180005128,High,High
3139,2147.94004065,477.600003293,High,High
3140,2913.99002451,-391.16999156500003,High,Low
3141,1625.74000556,444.26000215,Medium,High
3142,1431.95001982,398.76000116,Medium,High
3143,1433.3099974000002,426.719998853,Medium,High
3144,3470.26006693,1024.339987062,High,High
3145,2798.85000228,49.640006776999975,High,Medium
3146,2535.15003972,129.820000672,High,Medium
3147,3772.47004122,-234.60000921999986,High,Low
3148,3660.19003666,106.349992318,High,Medium
3149,1115.7399902900002,302.76000137799997,Medium,High
3150,2460.46000664,809.840012599,High,High
3151,1880.45003508,449.600004722,Medium,High
3152,1151.2300109,329.239999741,Medium,High
3153,4018.02004615,-324.130014907,High,Low
3154,2323.85002141,197.259998801,High,Medium
3155,4052.80004139,1321.579999303,High,High
3156,1106.6800004,436.419998127,Medium,High
3157,1481.83998876,396.569997747,Medium,High
3158,1170.77000434,102.34999753,Medium,Medium
3159,2950.54000091,606.61000074,High,High
3160,3108.00002295,-168.639975132,High,Low
3161,3499.10004602,1054.700004642,High,High
3162,2563.1900024,260.90999791,High,Medium
3163,2905.7300414,745.510002117,High,High
3164,2237.40000341,408.469994482,High,High
3165,2871.26005947,741.249999542,High,High
3166,2394.79002768,559.2199973959999,High,High
3167,4483.7800102599995,-185.710015226,High,Low
3168,2506.58005148,410.81000714,High,High
3169,723.5900002200001,207.68999389200002,Medium,Medium
3170,1175.31000898,211.87999917,Medium,Medium
3171,1748.91000458,323.479996692,Medium,High
3172,2546.3700199200002,-300.030022902,High,Low
3173,2551.94004071,528.100001343,High,High
3174,1411.8500062,-120.78000639999999,Medium,Low
3175,2856.00000363,512.15000776,High,High
3176,3222.54004856,-121.14000709700002,High,Low
3177,2999.51001,180.48000149900002,High,Medium
3178,2640.85005946,292.01000213,High,High
3179,2025.46999353,-32.50001521999999,Medium,Low
3180,5075.14003371,1125.0900040039999,High,High
3181,2085.13999543,474.990003611,Medium,High
3182,3590.96003723,370.930000275,High,High
3183,57.59000015,24.19000053,Low,Medium
3184,4909.5300483,-170.73001445900005,High,Low
3185,1596.2900009,498.2999954,Medium,High
3186,1732.23000338,352.53999615,Medium,High
3187,4943.58008955,884.589997558,High,High
3188,4016.68006142,148.24998288999998,High,Medium
3189,3876.9000740799997,883.669998505,High,High
3190,1180.15999996,1.7699890100000033,Medium,Low
3191,539.27999105,-202.49000335,Medium,Low
3192,3221.95002555,543.87998682,High,High
3193,3037.65002831,235.899991594,High,Medium
3194,1518.61998372,278.590005889,Medium,High
3195,2284.3000145,439.56998445,High,High
3196,2219.9800301,380.720006233,High,High
3197,4271.11004652,334.160009377,High,High
3198,2611.65002066,745.359991541,High,High
3199,6116.64007962,971.419983147,High,High
3200,3333.9200228,478.680004606,High,High
3201,2560.49001688,-453.17000626099997,High,Low
3202,3763.17000211,850.420011599,High,High
3203,1969.88001257,-163.36000434,Medium,Low
3204,1627.58003426,230.789999506,Medium,Medium
3205,1714.29001612,235.98001245399996,Medium,Medium
3206,4491.47003928,404.66001471000004,High,High
3207,2361.26998139,492.37000391099997,High,High
3208,798.55999759,203.36000066,Medium,Medium
3209,1094.78002544,294.939991024,Medium,High
3210,794.35000616,289.57999988,Medium,High
3211,1588.28004078,126.22000122600001,Medium,Medium
3212,2382.6300317,610.260004507,High,High
3213,2775.0500258399998,262.300010594,High,Medium
3214,2981.1300392900002,481.029989192,High,High
3215,1987.290039,182.09000685000004,Medium,Medium
3216,3122.2700252,585.189979033,High,High
3217,2806.11999903,805.710007485,High,High
3218,1806.31997294,516.17000675,Medium,High
3219,3454.93002116,-228.549996687,High,Low
3220,2263.71003347,557.609998692,High,High
3221,1316.77002335,333.899996769,Medium,High
3222,2814.5000190299997,550.220004533,High,High
3223,3468.21001058,-702.809990766,High,Low
3224,4245.08008199,623.900002951,High,High
3225,2804.170044,662.60000047,High,High
3226,2487.63002385,-500.58998392599995,High,Low
3227,897.49000548,103.869998932,Medium,Medium
3228,2652.5500221,644.500006555,High,High
3229,4659.57003769,462.660015899,High,High
3230,610.8100090099999,169.659997461,Medium,Medium
3231,3899.57006453,1023.360006843,High,High
3232,3473.9799995900003,299.759994469,High,High
3233,1721.60002908,305.500011866,Medium,High
3234,1705.61001582,-58.20000839999999,Medium,Low
3235,4490.8100624399995,-462.74000547700007,High,Low
3236,1350.49001694,84.309991803,Medium,Medium
3237,3896.27003095,-29.55999749600001,High,Low
3238,3230.76007092,-110.35000427899999,High,Low
3239,3857.87004454,172.25002569999998,High,Medium
3240,3149.96004487,425.01001264,High,High
3241,2475.31001286,-204.32999999999998,High,Low
3242,1650.07003789,-210.809997062,Medium,Low
3243,1079.03001013,256.969996454,Medium,Medium
3244,2983.33003222,217.490003338,High,Medium
3245,1431.00000766,-311.29001234,Medium,Low
3246,2588.34002688,13.539999980000005,High,Low
3247,1644.26002503,283.050002604,Medium,High
3248,1900.54004666,512.31000709,Medium,High
3249,3271.89002414,-649.039967563,High,Low
3250,3430.20001223,885.59001159,High,High
3251,727.30001065,-306.930004615,Medium,Low
3252,1209.08000573,399.959998101,Medium,High
3253,1274.22999582,155.41999722,Medium,Medium
3254,1366.29998784,122.93999959,Medium,Medium
3255,1345.5600166499999,449.92999847,Medium,High
3256,1533.53001783,53.42999982400001,Medium,Medium
3257,5350.86006925,501.76999698199995,High,High
3258,966.9199999699999,309.080002306,Medium,High
3259,5985.3400574,1161.8799838099999,High,High
3260,1997.86001591,-15.989969436999989,Medium,Low
3261,1370.50001532,471.93000034,Medium,High
3262,4109.14005657,490.71001247000004,High,High
3263,2025.10000609,444.379997487,Medium,High
3264,1560.8100052300001,211.83000183,Medium,Medium
3265,2295.45002755,328.94000057,High,High
3266,3266.50004574,937.15000925,High,High
3267,774.1500092,-860.62997438,Medium,Low
3268,1668.5300064,546.509997841,Medium,High
3269,638.13001248,160.85000098799998,Medium,Medium
3270,2602.18000983,673.210002395,High,High
3271,1389.84002689,34.50999212100001,Medium,Medium
3272,4796.65007022,866.1899999369999,High,High
3273,1892.6200294999999,122.83000180999998,Medium,Medium
3274,1838.39003378,227.65999598999997,Medium,Medium
3275,2535.08002851,702.080001889,High,High
3276,2701.54004289,-848.150027885,High,Low
3277,2383.95004275,493.30000409999997,High,High
3278,127.3899994,14.39999962,Low,Low
3279,2008.65002822,368.87999895999997,Medium,High
3280,4518.94005607,1128.2700104790001,High,High
3281,3024.35008246,66.32998604999999,High,Medium
3282,1245.78001027,265.189996131,Medium,Medium
3283,2447.47999586,152.26999852999995,High,Medium
3284,1707.84001547,326.720008864,Medium,High
3285,2210.13002024,485.62001226999996,High,High
3286,3597.83007238,40.22000971500003,High,Medium
3287,2866.1400566,605.389989914,High,High
3288,1713.950016,-184.459980985,Medium,Low
3289,2700.09003845,474.560002713,High,High
3290,1134.3800201,408.19000341,Medium,High
3291,4075.34003464,-256.59001175500003,High,Low
3293,2734.76002499,14.330018807999968,High,Low
3294,1345.10002332,241.52999783500002,Medium,Medium
3295,5086.12006199,652.270009224,High,High
3296,4157.82997879,646.4099988080001,High,High
3297,5130.73001868,1514.900000518,High,High
3298,2005.14998255,251.459997183,Medium,Medium
3299,531.9500122,-234.81000708000002,Medium,Low
3300,1695.9499931599998,368.250000529,Medium,High
3301,2050.6699866999998,-1066.339989667,Medium,Low
3302,4953.52004633,764.869981867,High,High
3303,5638.2300797299995,702.5599844449999,High,High
3304,4828.45001594,440.669991648,High,High
3305,1078.45001219,-44.45001029999999,Medium,Low
3306,2024.99002258,497.239994565,Medium,High
3307,1839.71001808,245.269995444,Medium,Medium
3308,1194.13999926,369.90000057,Medium,High
3309,3200.81002442,-19.309998774,High,Low
3310,776.70000076,103.500000489,Medium,Medium
3311,2739.53003123,-737.6700009900001,High,Low
3312,383.980011,38.40000153,Medium,Medium
3313,2079.85004046,369.610006296,Medium,High
3314,3066.74000528,424.919993025,High,High
3315,3624.7100600999997,986.9999937609999,High,High
3316,4291.0200767,-77.36999518399999,High,Low
3317,2520.33002485,633.310007145,High,High
3318,780.42999063,-140.22000481799998,Medium,Low
3319,3216.53004832,855.259997856,High,High
3320,2745.95005407,630.400000056,High,High
3321,1091.16000744,41.47999945,Medium,Medium
3322,2136.7500382,242.840005411,High,Medium
3323,4777.22010132,266.049992616,High,Medium
3324,2191.0600280999997,25.280015684,High,Medium
3325,1534.23000719,126.59000014000001,Medium,Medium
3326,2757.76001748,809.92000012,High,High
3327,1308.30001453,399.410006499,Medium,High
3328,2782.60004438,780.53999898,High,High
3329,3476.2600555,532.530000474,High,High
3330,3352.32004548,570.970002888,High,High
3331,3898.30002226,1072.980016883,High,High
3332,1871.20000658,564.44999981,Medium,High
3333,1182.63999555,-407.249994299,Medium,Low
3334,1315.6399993,416.039992827,Medium,High
3335,689.0999984,50.17000482399999,Medium,Medium
3336,4780.75008389,683.010009786,High,High
3337,5588.2100677299995,923.03998367,High,High
3338,1576.5799943,-308.75001144,Medium,Low
3339,664.3199958499999,87.5100031,Medium,Medium
3340,2669.12001037,-128.760008733,High,Low
3341,3795.86002708,-437.939994807,High,Low
3342,1651.76000976,-232.230011,Medium,Low
3343,3443.66003794,330.2899741699999,High,High
3344,2357.09003442,869.37998958,High,High
3345,2700.6000214,841.91001032,High,High
3346,2661.970047,133.95998808299998,High,Medium
3347,2263.8300171,154.80000038999998,High,Medium
3348,821.95000267,332.000007601,Medium,High
3349,240.0,108.0,Low,Medium
3350,3643.4000473300002,188.09000837099998,High,Medium
3351,1402.88002782,402.909993925,Medium,High
3352,2173.9100189700002,33.720001259999975,High,Medium
3353,1376.33001324,394.92000376699997,Medium,High
3354,919.87999345,285.169999368,Medium,High
3355,3016.0600509,591.310010513,High,High
3356,3682.23007955,643.460003907,High,High
3357,1496.6800308,264.160002678,Medium,Medium
3358,3274.87002385,255.949989282,High,Medium
3359,1351.46000285,113.14999968,Medium,Medium
3360,2940.09002697,417.760004068,High,High
3361,2473.4200133599998,755.9900026400001,High,High
3362,2231.28001408,546.410004139,High,High
3363,1135.73002626,218.98000048,Medium,Medium
3364,2789.34001544,347.600001572,High,High
3365,4698.48005884,1148.390011338,High,High
3366,2280.60002519,179.11001204800002,High,Medium
3367,1394.65001489,327.81999679,Medium,High
3368,1527.3699836600001,-216.76000220000003,Medium,Low
3369,6038.58998099,1369.539988966,High,High
3370,769.8700027,222.29999351,Medium,Medium
3371,2744.77005017,466.290005364,High,High
3372,2044.37003702,560.450004539,Medium,High
3373,5231.27003862,419.759997845,High,High
3374,465.18999476,142.13000298,Medium,Medium
3375,4107.77001186,807.499998535,High,High
3376,3792.10001395,885.060011861,High,High
3377,3185.86002353,-64.11000341299999,High,Low
3378,3904.590067,729.1400093059999,High,High
3379,3485.4100418,701.149986726,High,High
3380,1574.46000284,529.660006537,Medium,High
3381,2652.5600586,746.570001241,High,High
3382,1302.31000898,54.15999984199999,Medium,Medium
3383,3772.99002086,902.999998164,High,High
3384,3786.35002146,522.850000165,High,High
3385,1942.83000552,-1055.44996836,Medium,Low
3386,423.61999511,49.139999391,Medium,Medium
3387,2718.8500175599997,812.0399918319999,High,High
3388,996.33001706,207.17999647000002,Medium,Medium
3389,2068.75004583,253.439995785,Medium,Medium
3390,1910.8600274,-338.13999793,Medium,Low
3391,3056.61003864,291.779994524,High,High
3392,2454.93001568,592.3700066,High,High
3393,1691.48001857,86.02000324899998,Medium,Medium
3394,3326.79004668,-197.080024459,High,Low
3395,1468.16001127,290.27000231,Medium,High
3396,1614.11003494,268.530006423,Medium,Medium
3397,3802.14003469,890.1700124739999,High,High
3398,1539.9800263,460.49000923,Medium,High
3399,965.930008,129.42999936,Medium,Medium
3400,1126.06998808,165.279998306,Medium,Medium
3401,2182.9100227,274.740002045,High,High
3402,2793.02006917,878.360017295,High,High
3403,2197.93004605,393.969997397,High,High
3404,1203.68002319,261.419999355,Medium,Medium
3405,2127.7700462499997,261.979999569,High,Medium
3406,3948.62006398,774.6700025160001,High,High
3407,2807.34001166,304.54001460899997,High,High
3408,960.65999599,87.85000042,Medium,Medium
3409,1619.94998164,-93.68000230800001,Medium,Low
3410,2261.82003421,763.080003724,High,High
3411,3068.0700606,549.680008429,High,High
3412,2625.31002816,168.280005995,High,Medium
3413,3683.60002711,-62.160007525,High,Low
3414,2824.2800141400003,528.889996906,High,High
3415,3738.73006262,1107.489998272,High,High
3416,1646.40002824,638.899987203,Medium,High
3417,3954.92999069,-16.199986873000007,High,Low
3418,1726.15997705,266.26999187399997,Medium,Medium
3419,1517.38003166,372.0100059,Medium,High
3420,6543.54009253,1481.949986141,High,High
3421,1853.7700091,-310.949997456,Medium,Low
3422,3715.8600273399998,64.09001637500002,High,Medium
3423,5031.86001973,843.049999731,High,High
3424,2419.1499898,423.179997932,High,High
3425,2453.61000437,53.83001081500001,High,Medium
3426,3729.1200791,313.04999549900003,High,High
3427,531.9300079,186.52999878,Medium,Medium
3428,4152.9100305,-217.559990111,High,Low
3429,3309.72002019,654.219998817,High,High
3430,3774.7600288,800.110006853,High,High
3431,1255.3900146199999,352.42999836,Medium,High
3432,1631.60002713,-413.96000784200004,Medium,Low
3433,774.85999682,-3.339995359999989,Medium,Low
3434,2248.91002275,-91.45000862,High,Low
3435,3875.79003145,-513.869979299,High,Low
3436,2423.75001134,324.84999371000004,High,High
3437,2112.67001728,292.60001062699996,Medium,High
3438,2450.06003379,-56.90999592699992,High,Low
3439,2662.85999493,-558.790012445,High,Low
3440,1351.77002719,303.65000344,Medium,High
3441,3138.32006453,444.759988279,High,High
3442,3649.05006796,550.2200155639999,High,High
3443,2081.2600175000002,768.01999856,Medium,High
3444,2983.46005624,645.6800031199999,High,High
3445,158.96999744000001,29.82999992,Low,Medium
3446,3035.4400482,511.37000528699997,High,High
3447,4716.83006687,751.370003967,High,High
3448,1711.87002572,306.97000117,Medium,High
3449,761.1799926799999,183.88000293000002,Medium,Medium
3450,540.03000646,172.149996759,Medium,Medium
3451,1933.50002678,155.889983189,Medium,Medium
3452,1382.5799904,-180.110004428,Medium,Low
3453,3810.63008123,962.310001602,High,High
3454,2872.14005291,274.87999443,High,High
3455,3054.72002032,882.52000044,High,High
3456,2096.18002703,370.620009509,Medium,High
3457,2210.39005286,650.04000379,High,High
3458,2689.81004329,683.590006424,High,High
3459,2206.44002156,25.429994549999947,High,Medium
3460,1882.12002943,459.540002125,Medium,High
3461,3992.48003773,565.76999473,High,High
3462,2339.53003307,238.92000214499998,High,Medium
3463,1252.68001944,332.93999672999996,Medium,High
3464,4049.00006491,1119.420003764,High,High
3465,3253.9400825499997,-1086.92002108,High,Low
3466,2334.03002936,-84.64999862100001,High,Low
3467,551.47999954,230.07999802,Medium,Medium
3468,4310.4200097,895.03000651,High,High
3469,1500.94999692,247.810003529,Medium,Medium
3470,2264.10001376,592.859994889,High,High
3471,4942.72002405,897.2900120769999,High,High
3472,907.93999864,-13.989999763000007,Medium,Low
3473,1861.9100188,369.14000225,Medium,High
3474,2643.3200207,385.760001345,High,High
3475,1793.1300277799999,141.06999207299998,Medium,Medium
3476,2617.4600524899997,591.73999971,High,High
3477,4067.70001212,1046.489989646,High,High
3478,1602.46002961,239.30000305,Medium,Medium
3479,991.04999535,-303.13999072800004,Medium,Low
3480,2874.82002441,344.95000362400003,High,High
3481,1516.2000236,367.610002502,Medium,High
3482,4572.1000634,794.489998004,High,High
3483,2259.83001149,184.360002609,High,Medium
3484,756.04000469,139.309998766,Medium,Medium
3485,2115.73003386,597.0499951730001,High,High
3486,2075.43002691,572.270001429,Medium,High
3487,1481.77002722,34.790002850000036,Medium,Medium
3488,1849.16999443,157.010005955,Medium,Medium
3489,1075.60002715,405.959999046,Medium,High
3490,1186.14001466,221.34999274999998,Medium,Medium
3491,861.33001715,-126.76999190000002,Medium,Low
3492,2927.09002299,-94.82001340099995,High,Low
3493,4143.20001999,913.090000154,High,High
3494,471.66000366000003,173.45999909,Medium,Medium
3495,2118.2600231,560.420007779,High,High
3496,3232.65007015,559.169996279,High,High
3497,1223.3100051,302.98000336,Medium,High
3498,5281.37002191,1514.589993092,High,High
3499,3875.91007232,450.649990526,High,High
3500,2300.16006472,47.890022149999965,High,Medium
3501,4738.44004071,699.0800000209999,High,High
3502,1942.4400082,329.62000465799997,Medium,High
3503,4005.81003755,673.630008143,High,High
3504,1945.48003775,591.559995777,Medium,High
3505,990.77001952,201.73999692,Medium,Medium
3506,4655.14003005,407.010004836,High,High
3507,463.56001283,75.67999645,Medium,Medium
3508,3938.51004039,221.17000584899998,High,Medium
3509,4201.41001893,320.269988505,High,High
3510,2228.42001348,408.650014701,High,High
3511,1158.77001956,296.32999994,Medium,High
3512,1746.18999496,328.76999381,Medium,High
3513,2155.15000918,113.74999765300001,High,Medium
3514,3390.65002075,825.960004571,High,High
3515,1901.42002878,-160.86000149999998,Medium,Low
3516,3668.45008088,-1451.120026868,High,Low
3517,711.97000126,184.490004541,Medium,Medium
3518,3728.86000457,121.92999962699999,High,Medium
3519,3415.24006662,-3.479987717,High,Low
3520,3700.13004885,878.810005159,High,High
3521,2282.21000666,380.93000129,High,High
3522,1228.74000923,321.76000023,Medium,High
3523,4880.05009847,896.0799994609999,High,High
3524,1941.1200219,119.03000359099997,Medium,Medium
3525,2965.87006386,623.40999508,High,High
3526,1559.73999788,348.95999807,Medium,High
3527,3139.68005185,-7.240011742999993,High,Low
3528,1475.28001409,88.10000511800001,Medium,Medium
3529,5346.0700703,148.459989844,High,Medium
3530,3717.5100555999998,820.399997693,High,High
3531,4582.20001207,-245.52997014799996,High,Low
3532,1736.9900207,401.20999339,Medium,High
3533,1177.8500136799998,199.030004962,Medium,Medium
3534,2355.89999764,881.730006277,High,High
3535,3150.39001833,766.769994287,High,High
3536,1837.4900207800001,59.82999897399999,Medium,Medium
3537,3040.87001031,778.2700081199999,High,High
3538,2134.00005721,167.999998093,High,Medium
3539,2619.36003865,-206.11998106000001,High,Low
3540,1146.3300018300001,-34.859997702,Medium,Low
3541,1808.7799911900001,115.56000851600001,Medium,Medium
3542,2368.28003699,-369.60002715,High,Low
3543,2580.460022,470.24000648,High,High
3544,3285.89001094,146.159995358,High,Medium
3545,2665.12001409,576.700003596,High,High
3546,2206.97003549,-367.569997361,High,Low
3547,2713.85001372,671.22999471,High,High
3548,2408.6800233,-203.000000832,High,Low
3549,3020.02003862,-103.47000502999998,High,Low
3550,6105.72008509,-277.09996982500013,High,Low
3551,1385.2500153,378.28999334,Medium,High
3552,2445.47002966,528.560005723,High,High
3553,2680.03999713,401.089983069,High,High
3554,6336.80010041,1171.2100004659999,High,High
3555,1325.90002824,191.53000831,Medium,Medium
3556,5782.64005656,1009.059996587,High,High
3557,2046.86003307,776.659987998,Medium,High
3558,3892.11004834,1074.349992272,High,High
3559,1411.78000254,-476.050009376,Medium,Low
3560,475.3399963,168.68999863,Medium,Medium
3561,2718.78003307,-825.4300013,High,Low
3562,3495.31006234,429.98000106200004,High,High
3563,1702.50999452,368.570004499,Medium,High
3564,510.0500183,86.739996435,Medium,Medium
3565,1092.56001277,208.31000519999998,Medium,Medium
3566,1811.51002496,49.15000630399999,Medium,Medium
3567,4235.69004244,779.069994951,High,High
3568,3338.57000702,86.139991719,High,Medium
3569,3508.21006396,659.749995201,High,High
3570,3066.70998376,696.179992837,High,High
3571,1821.8000335,561.54999925,Medium,High
3572,3453.53007123,730.719992382,High,High
3573,1785.24000178,517.93999955,Medium,High
3574,3887.09004978,692.3200018360001,High,High
3575,2130.29003512,296.400008084,High,High
3576,2575.7200433,350.80000686,High,High
3577,4681.30006799,976.029996914,High,High
3578,3364.53003698,65.97999298400005,High,Medium
3579,1608.0700149499999,522.540004983,Medium,High
3580,4561.50006115,504.49996959,High,High
3581,4650.22006628,655.520000473,High,High
3582,2561.4800338,33.32000585100002,High,Medium
3583,2837.7100335200003,-278.09999387799996,High,Low
3584,1415.5500182,10.639997472999994,Medium,Low
3585,1513.94999316,-84.92001628999998,Medium,Low
3586,2895.2200201699998,27.770006674999962,High,Medium
3587,2068.80999376,-487.37998417,Medium,Low
3588,139.61000061,27.119999890000003,Low,Medium
3589,3485.9300423,446.35000587999997,High,High
3590,2378.67002098,522.4600010300001,High,High
3591,2073.15002823,452.320005194,Medium,High
3592,917.39998615,24.470007412,Medium,Medium
3593,5210.82006623,191.77001279200005,High,Medium
3594,2277.21002584,-121.83999158600004,High,Low
3595,4120.75002086,94.05000590899995,High,Medium
3596,2112.07001497,467.41999376800004,Medium,High
3597,3302.3900681,900.370004229,High,High
3598,2287.2400284,274.88999629499995,High,High
3599,2893.250042,710.95001795,High,High
3600,3188.57003392,-153.36000886,High,Low
3601,1409.41002274,489.65000151,Medium,High
3602,2209.3600159,614.3999997000001,High,High
3603,5339.01010526,855.759987387,High,High
3604,3128.02003096,465.229997544,High,High
3605,1854.09001149,-26.190007210000005,Medium,Low
3606,884.8400077699999,167.039997102,Medium,Medium
3607,1449.1900329999999,282.470005993,Medium,High
3608,2376.97000506,-133.51000788200002,High,Low
3609,676.9100189000001,98.52999878400001,Medium,Medium
3610,3282.20001592,958.890006042,High,High
3611,1808.14002987,-96.89000751399999,Medium,Low
3612,2510.61005015,505.33000182999996,High,High
3613,2477.33002849,767.579997029,High,High
3614,2158.07000362,89.140003167,High,Medium
3615,607.36998374,116.539998324,Medium,Medium
3616,237.56999966,47.71999932,Low,Medium
3617,3946.79002576,788.009998773,High,High
3618,2522.03002936,104.90999206899997,High,Medium
3619,2944.23000718,-246.28003029,High,Low
3620,3772.7700654,1322.190001919,High,High
3621,2930.5200348,450.49000937999995,High,High
3622,1722.84001723,404.039992832,Medium,High
3623,2047.1700058000001,551.15999412,Medium,High
3624,1526.93001547,227.55000212,Medium,Medium
3625,3361.36005784,925.060003655,High,High
3626,260.8599968,-45.39000034399999,Low,Low
3627,3104.0100518,294.280004115,High,High
3628,1960.20002378,579.74000927,Medium,High
3629,704.659996,55.980001446,Medium,Medium
3630,2187.5200329199997,717.450009099,High,High
3631,4178.36001969,1322.09999517,High,High
3632,1957.72000889,284.52000812899996,Medium,High
3633,2297.0299836,-417.40999872500004,High,Low
3634,3235.89001104,806.490002137,High,High
3635,5291.39004123,52.830005247999964,High,Medium
3636,3058.710041,475.100010432,High,High
3637,1590.61002732,294.9999981,Medium,High
3638,1501.64002232,553.4700002330001,Medium,High
3639,2269.07997509,328.76000593,High,High
3640,776.26000222,153.78000068,Medium,Medium
3641,3469.24005127,-266.160008428,High,Low
3642,698.46998791,160.819999332,Medium,Medium
3643,3049.8800238,550.080003138,High,High
3644,2506.9900207,-481.09999287,High,Low
3645,904.27999878,246.59000397,Medium,Medium
3646,3152.3000374900002,86.17999736300001,High,Medium
3647,3626.60004815,393.850011822,High,High
3648,3277.37005611,817.0600061700001,High,High
3649,2531.78998949,205.800007425,High,Medium
3650,3329.39002988,996.50999829,High,High
3651,1789.1600342699999,398.560004742,Medium,High
3652,1115.66000752,189.419992478,Medium,Medium
3653,1862.3400230299999,-43.740008425,Medium,Low
3654,744.1200180999999,185.36999988,Medium,Medium
3655,4997.02005006,119.05000594300002,High,Medium
3656,4022.36000451,-928.819990998,High,Low
3657,67.16999817,18.12999916,Low,Low
3658,3776.36002726,1043.519991355,High,High
3659,2181.78004854,300.94998743,High,High
